,YearsExperience,Salary
2558,15.3,469848.0
2559,35.0,1392158.0
2560,11.7,324887.0
2561,32.8,1274845.0
2562,35.2,1378495.0
2563,0.1,35269.0
2564,23.8,798814.0
2565,6.6,177943.0
2566,11.3,311715.0
2567,34.0,1360976.0
2568,0.5,45101.0
2569,34.8,1408137.0
2570,40.9,1783713.0
2571,49.4,2369563.0
2572,21.1,664060.0
2573,6.6,177293.0
2574,3.5,98893.0
2575,19.2,575743.0
2576,36.5,1501499.0
2577,5.1,132685.0
2578,15.7,446935.0
2579,44.0,1999789.0
2580,6.9,177192.0
2581,38.7,1653627.0
2582,37.7,1560819.0
2583,6.7,182033.0
2584,49.6,2388412.0
2585,7.1,196750.0
2586,26.5,913230.0
2587,0.4,36408.0
2588,32.5,1264884.0
2589,22.0,695939.0
2590,36.1,1470322.0
2591,31.4,1200181.0
2592,7.6,198632.0
2593,20.6,668555.0
2594,34.3,1382493.0
2595,43.0,1900669.0
2596,4.3,117277.0
2597,5.0,128593.0
2598,37.6,1548442.0
2599,29.5,1109893.0
2600,19.2,574866.0
2601,48.2,2299092.0
2602,15.7,471599.0
2603,7.0,201605.0
2604,13.8,382998.0
2605,4.2,116380.0
2606,27.7,986924.0
2607,30.0,1090732.0
2608,30.4,1094847.0
2609,38.9,1640511.0
2610,34.5,1309202.0
2611,42.4,1883151.0
2612,32.9,1216752.0
2613,15.1,449428.0
2614,25.9,910425.0
2615,25.5,871269.0
2616,37.4,1542604.0
2617,14.8,422724.0
2618,2.7,75385.0
2619,44.9,2015188.0
2620,47.7,2270324.0
2621,24.7,846584.0
2622,5.6,150199.0
2623,25.0,849417.0
2624,29.7,1099441.0
2625,26.4,927058.0
2626,48.9,2348507.0
2627,49.3,2418411.0
2628,46.7,2215861.0
2629,6.6,179470.0
2630,43.0,1941549.0
2631,28.4,1025630.0
2632,18.3,566655.0
2633,34.1,1307302.0
2634,38.1,1596158.0
2635,47.7,2289544.0
2636,38.5,1581661.0
2637,0.8,42098.0
2638,3.4,94636.0
2639,13.1,364170.0
2640,2.0,68592.0
2641,3.0,76365.0
2642,39.5,1663396.0
2643,25.3,842551.0
2644,31.4,1176401.0
2645,25.1,871335.0
2646,20.8,673215.0
2647,35.1,1418524.0
2648,4.1,115855.0
2649,26.8,952303.0
2650,30.8,1134277.0
2651,13.9,385769.0
2652,15.5,435570.0
2653,25.6,897449.0
2654,10.2,281318.0
2655,40.4,1760547.0
2656,26.8,901496.0
2657,19.5,590051.0
2658,31.7,1208970.0
2659,41.7,1873867.0
2660,34.1,1357201.0
2661,3.3,93453.0
2662,34.9,1404051.0
2663,36.5,1505706.0
2664,42.3,1802947.0
2665,2.9,97572.0
2666,4.3,112251.0
2667,21.7,684577.0
2668,22.7,757086.0
2669,30.4,1108485.0
2670,15.5,453182.0
2671,37.1,1526994.0
2672,37.0,1545254.0
2673,6.0,155586.0
2674,35.4,1419807.0
2675,35.1,1394007.0
2676,8.2,206991.0
2677,47.7,2220930.0
2678,26.2,910596.0
2679,39.1,1656076.0
2680,36.0,1438594.0
2681,8.3,217971.0
2682,6.3,162510.0
2683,39.1,1630080.0
2684,13.4,371436.0
2685,44.3,2000439.0
2686,38.6,1637934.0
2687,1.5,61614.0
2688,40.4,1725548.0
2689,13.6,405879.0
2690,3.2,94270.0
2691,35.6,1447363.0
2692,28.8,1034802.0
2693,3.9,112023.0
2694,22.8,744997.0
2695,18.0,544038.0
2696,25.0,851209.0
2697,28.3,1021135.0
2698,18.4,558058.0
2699,12.8,354169.0
2700,5.1,137871.0
2701,28.7,1027464.0
2702,36.1,1452906.0
2703,11.4,314476.0
2704,25.4,865958.0
2705,2.2,78316.0
2706,43.1,1937488.0
2707,12.2,336039.0
2708,23.6,782757.0
2709,19.1,605358.0
2710,7.5,211068.0
2711,46.6,2175073.0
2712,42.9,1883315.0
2713,27.6,976982.0
2714,45.7,2094662.0
2715,37.0,1531667.0
2716,21.0,695133.0
2717,16.1,471303.0
2718,20.8,648794.0
2719,36.0,1460706.0
2720,13.6,403209.0
2721,3.9,103715.0
2722,18.6,562324.0
2723,25.1,847340.0
2724,45.1,1986704.0
2725,9.0,242029.0
2726,40.2,1741172.0
2727,49.1,2347752.0
2728,47.7,2264429.0
2729,3.4,98824.0
2730,23.3,783912.0
2731,14.1,406743.0
2732,42.2,1833247.0
2733,16.4,487613.0
2734,27.7,1006360.0
2735,0.4,34336.0
2736,10.0,278941.0
2737,28.2,1035244.0
2738,15.2,414194.0
2739,31.1,1185031.0
2740,23.2,748057.0
2741,29.6,1093710.0
2742,24.7,861835.0
2743,38.6,1580217.0
2744,9.8,269609.0
2745,45.0,2050578.0
2746,38.0,1585265.0
2747,12.3,338769.0
2748,0.3,35260.0
2749,20.5,677521.0
2750,11.6,335904.0
2751,17.3,513427.0
2752,42.0,1851229.0
2753,43.9,1995085.0
2754,47.5,2214040.0
2755,0.1,29012.0
2756,32.9,1249038.0
2757,42.5,1901990.0
2758,36.4,1485256.0
2759,5.2,136211.0
2760,26.5,933610.0
2761,11.9,311346.0
2762,24.6,839153.0
2763,3.0,101525.0
2764,49.8,2435151.0
2765,35.6,1381827.0
2766,4.7,129712.0
2767,46.1,2120655.0
2768,44.9,2074469.0
2769,26.0,898369.0
2770,35.0,1372190.0
2771,18.6,566907.0
2772,48.7,2312960.0
2773,4.2,114885.0
2774,4.8,138467.0
2775,6.7,168867.0
2776,41.0,1789802.0
2777,3.7,104870.0
2778,28.4,1041993.0
2779,21.7,684386.0
2780,48.2,2299061.0
2781,11.8,341988.0
2782,13.0,361765.0
2783,15.8,474200.0
2784,40.0,1681849.0
2785,35.0,1378578.0
2786,36.8,1513214.0
2787,15.9,468316.0
2788,13.6,391817.0
2789,3.7,106759.0
2790,10.1,280248.0
2791,39.0,1661529.0
2792,29.2,1090444.0
2793,7.8,198769.0
2794,8.2,207711.0
2795,23.3,788408.0
2796,20.3,640276.0
2797,26.8,944563.0
2798,48.2,2308346.0
2799,10.4,274812.0
2800,15.4,449109.0
2801,13.3,388526.0
2802,6.0,161711.0
2803,7.9,207363.0
2804,34.3,1360648.0
2805,41.3,1822104.0
2806,34.8,1377994.0
2807,2.0,75959.0
2808,41.8,1803375.0
2809,16.4,493150.0
2810,4.6,123402.0
2811,12.4,349204.0
2812,17.8,557055.0
2813,25.7,881390.0
2814,33.9,1333738.0
2815,13.0,358960.0
2816,49.5,2382842.0
2817,1.6,60187.0
2818,20.2,627497.0
2819,22.6,741350.0
2820,37.4,1548717.0
2821,12.5,352742.0
2822,23.1,773167.0
2823,40.2,1671240.0
2824,7.0,183102.0
2825,0.6,42420.0
2826,41.5,1816024.0
2827,49.1,2344190.0
2828,6.5,172154.0
2829,41.2,1747336.0
2830,18.6,578950.0
2831,31.5,1207395.0
2832,32.2,1233874.0
2833,29.1,1063964.0
2834,12.9,358542.0
2835,40.6,1741385.0
2836,1.1,55317.0
2837,3.2,90874.0
2838,45.1,2085636.0
2839,22.2,728108.0
2840,6.4,178400.0
2841,45.3,2068717.0
2842,41.5,1804195.0
2843,16.6,499813.0
2844,2.1,68836.0
2845,23.0,791612.0
2846,8.4,229894.0
2847,28.7,1026148.0
2848,41.1,1751527.0
2849,19.7,606687.0
2850,1.5,58151.0
2851,34.2,1353232.0
2852,8.6,239553.0
2853,10.7,275985.0
2854,9.4,254514.0
2855,14.0,403925.0
2856,44.2,1956299.0
2857,1.7,64533.0
2858,31.0,1148944.0
2859,12.3,335840.0
2860,14.8,425880.0
2861,20.6,676306.0
2862,27.5,1010283.0
2863,3.0,90470.0
2864,14.0,394944.0
2865,6.9,190745.0
2866,10.0,268721.0
2867,44.2,1987893.0
2868,26.3,928228.0
2869,31.5,1183932.0
2870,40.1,1757033.0
2871,39.7,1633369.0
2872,49.5,2408319.0
2873,39.1,1617234.0
2874,18.0,558569.0
2875,27.2,961696.0
2876,24.2,804080.0
2877,45.6,2121155.0
2878,25.1,861723.0
2879,19.4,590349.0
2880,9.0,237995.0
2881,15.9,461229.0
2882,11.0,302708.0
2883,44.8,2047500.0
2884,38.9,1626308.0
2885,2.9,94261.0
2886,49.6,2341598.0
2887,26.5,907768.0
2888,38.3,1573757.0
2889,50.0,2469834.0
2890,48.7,2290616.0
2891,5.0,139263.0
2892,32.8,1263705.0
2893,13.3,382334.0
2894,40.8,1747481.0
2895,45.9,2080052.0
2896,2.8,87942.0
2897,49.8,2406431.0
2898,11.0,296630.0
2899,42.3,1897004.0
2900,39.9,1708021.0
2901,17.7,541074.0
2902,42.0,1848402.0
2903,42.3,1946529.0
2904,8.8,230121.0
2905,29.6,1080182.0
2906,40.3,1718646.0
2907,34.9,1370256.0
2908,45.7,2108658.0
2909,1.4,59851.0
2910,35.0,1358424.0
2911,47.4,2205495.0
2912,28.2,999079.0
2913,28.2,1019408.0
2914,9.4,245770.0
2915,49.4,2391034.0
2916,44.1,2032395.0
2917,24.6,820635.0
2918,15.5,462786.0
2919,24.5,855264.0
2920,4.5,115141.0
2921,11.6,324589.0
2922,10.9,302085.0
2923,26.3,883827.0
2924,0.0,27055.0
2925,45.9,2156205.0
2926,10.1,268026.0
2927,6.5,158588.0
2928,35.8,1476867.0
2929,45.9,2134668.0
2930,42.2,1864774.0
2931,16.2,471062.0
2932,1.1,48417.0
2933,29.3,1058460.0
2934,45.9,2133537.0
2935,38.7,1600272.0
2936,42.3,1836539.0
2937,43.0,1931954.0
2938,48.0,2247959.0
2939,18.7,573501.0
2940,47.1,2179536.0
2941,19.8,654059.0
2942,5.1,138112.0
2943,15.1,437616.0
2944,6.8,178308.0
2945,7.9,215132.0
2946,47.4,2220177.0
2947,39.6,1712299.0
2948,48.0,2262229.0
2949,32.5,1264046.0
2950,8.7,218484.0
2951,48.4,2315844.0
2952,34.7,1347082.0
2953,46.4,2189751.0
2954,39.3,1675983.0
2955,11.2,312169.0
2956,29.4,1062705.0
2957,8.8,234369.0
2958,15.3,442001.0
2959,34.4,1341172.0
2960,6.4,159508.0
2961,36.4,1490143.0
2962,47.4,2242960.0
2963,47.4,2263521.0
2964,19.6,634334.0
2965,49.7,2458094.0
2966,48.3,2282471.0
2967,1.6,61377.0
2968,30.1,1104229.0
2969,46.1,2109652.0
2970,48.4,2326335.0
2971,11.0,293750.0
2972,28.3,1036670.0
2973,46.8,2169834.0
2974,7.0,185451.0
2975,37.3,1536932.0
2976,11.9,325598.0
2977,49.1,2404370.0
2978,8.4,220464.0
2979,44.3,1988140.0
2980,4.4,124943.0
2981,35.4,1431932.0
2982,32.0,1262374.0
2983,44.3,1992761.0
2984,22.3,733245.0
2985,13.3,370114.0
2986,12.5,361463.0
2987,3.4,100966.0
2988,12.8,356012.0
2989,5.4,137704.0
2990,0.1,30945.0
2991,19.3,608649.0
2992,36.6,1505716.0
2993,48.5,2303569.0
2994,44.2,2012581.0
2995,24.7,827208.0
2996,18.9,602924.0
2997,27.3,963623.0
2998,5.1,136156.0
2999,24.0,792552.0
3000,43.2,1977063.0
3001,32.5,1224513.0
3002,34.4,1351508.0
3003,8.1,215657.0
3004,3.7,105286.0
3005,42.3,1851277.0
3006,14.7,435713.0
3007,15.9,456018.0
3008,47.6,2256880.0
3009,3.7,106831.0
3010,8.5,224090.0
3011,18.8,610165.0
3012,36.6,1509254.0
3013,27.4,996857.0
3014,44.9,2060732.0
3015,4.7,124270.0
3016,29.7,1074279.0
3017,30.7,1141031.0
3018,24.1,821536.0
3019,1.5,58311.0
3020,47.1,2203546.0
3021,8.2,219074.0
3022,44.5,2067090.0
3023,7.9,201596.0
3024,5.1,132391.0
3025,10.3,267577.0
3026,9.5,260216.0
3027,34.9,1372991.0
3028,36.1,1439724.0
3029,36.5,1495052.0
3030,13.3,381054.0
3031,14.1,419743.0
3032,11.9,324463.0
3033,2.5,77000.0
3034,28.6,1055165.0
3035,42.0,1853089.0
3036,7.7,190965.0
3037,18.0,530617.0
3038,21.4,688110.0
3039,14.7,428271.0
3040,33.1,1284798.0
3041,30.0,1084726.0
3042,10.0,267100.0
3043,1.3,51011.0
3044,8.5,214991.0
3045,14.6,437910.0
3046,4.1,108853.0
3047,42.2,1873579.0
3048,15.4,471454.0
3049,19.9,608097.0
3050,24.5,832716.0
3051,33.1,1327565.0
3052,4.6,118891.0
3053,27.2,963930.0
3054,9.2,265643.0
3055,44.3,1989122.0
3056,18.5,568676.0
3057,22.3,737678.0
3058,13.2,371156.0
3059,23.3,812723.0
3060,11.3,296324.0
3061,13.4,385000.0
3062,3.1,86091.0
3063,37.6,1522426.0
3064,33.4,1309918.0
3065,4.3,116857.0
3066,17.2,534477.0
3067,27.1,934745.0
3068,48.5,2355645.0
3069,29.5,1109774.0
3070,27.7,979512.0
3071,42.0,1835795.0
3072,40.9,1757397.0
3073,20.9,669267.0
3074,26.8,949257.0
3075,43.3,1964510.0
3076,23.7,792104.0
3077,44.1,1983495.0
3078,23.8,798355.0
3079,3.9,116195.0
3080,45.1,2105605.0
3081,35.7,1439387.0
3082,25.1,865024.0
3083,45.0,2071580.0
3084,40.0,1703175.0
3085,33.9,1355553.0
3086,31.0,1160178.0
3087,6.0,168553.0
3088,37.9,1551452.0
3089,8.6,219508.0
3090,49.2,2408500.0
3091,48.6,2298520.0
3092,40.4,1748883.0
3093,6.3,166378.0
3094,21.2,678802.0
3095,49.4,2373211.0
3096,21.8,703658.0
3097,49.9,2420500.0
3098,31.4,1190997.0
3099,41.7,1799278.0
3100,12.9,355915.0
3101,45.5,2103280.0
3102,45.7,2101168.0
3103,3.4,98506.0
3104,19.4,589324.0
3105,19.9,617151.0
3106,16.3,495740.0
3107,13.8,388551.0
3108,22.9,765406.0
3109,43.7,1939691.0
3110,39.3,1665876.0
3111,31.2,1147397.0
3112,26.1,883031.0
3113,21.0,667758.0
3114,20.7,650752.0
3115,7.4,195269.0
3116,29.4,1061792.0
3117,37.9,1548083.0
3118,47.0,2177970.0
3119,46.2,2181836.0
3120,28.1,982436.0
3121,5.0,126634.0
3122,14.3,416418.0
3123,26.8,925071.0
3124,17.2,513966.0
3125,20.5,657341.0
3126,19.2,590090.0
3127,24.3,798397.0
3128,30.4,1160316.0
3129,1.9,64759.0
3130,13.8,408212.0
3131,7.2,192375.0
3132,30.4,1154448.0
3133,34.7,1360689.0
3134,1.9,68606.0
3135,44.5,2013320.0
3136,16.6,491074.0
3137,11.9,329244.0
3138,37.3,1509320.0
3139,46.0,2116919.0
3140,44.9,2066888.0
3141,1.0,43133.0
3142,40.9,1734281.0
3143,15.2,457266.0
3144,14.0,408332.0
3145,24.6,830460.0
3146,34.8,1389931.0
3147,4.9,132301.0
3148,43.4,1937493.0
3149,6.7,179311.0
3150,48.7,2293016.0
3151,22.2,732206.0
3152,41.3,1758711.0
3153,13.5,381814.0
3154,20.8,666987.0
3155,32.3,1223153.0
3156,9.4,254192.0
3157,10.6,283286.0
3158,41.2,1816738.0
3159,37.0,1528187.0
3160,38.0,1595420.0
3161,43.4,1958771.0
3162,41.1,1830824.0
3163,25.8,900559.0
3164,7.9,210592.0
3165,15.6,449625.0
3166,25.3,854661.0
3167,6.8,180861.0
3168,42.6,1890724.0
3169,44.0,1995492.0
3170,1.4,58341.0
3171,9.6,254446.0
3172,41.6,1810070.0
3173,41.8,1822090.0
3174,12.5,347564.0
3175,22.8,749324.0
3176,45.9,2129878.0
3177,35.2,1384444.0
3178,13.7,391118.0
3179,41.2,1800654.0
3180,25.3,883879.0
3181,31.8,1202490.0
3182,6.2,172124.0
3183,1.5,55629.0
3184,18.6,583003.0
3185,29.7,1083882.0
3186,8.9,238290.0
3187,43.5,1927985.0
3188,29.3,1079996.0
3189,17.5,564418.0
3190,8.2,228158.0
3191,44.7,1995178.0
3192,37.4,1544033.0
3193,34.4,1378833.0
3194,14.3,409658.0
3195,19.3,613457.0
3196,8.1,212792.0
3197,28.6,1018541.0
3198,48.2,2278129.0
3199,42.9,1925007.0
3200,32.4,1263689.0
3201,33.9,1298409.0
3202,13.5,370932.0
3203,20.5,650455.0
3204,1.0,53005.0
3205,39.0,1660892.0
3206,38.4,1600428.0
3207,0.4,41423.0
3208,45.6,2070516.0
3209,32.4,1227234.0
3210,30.1,1121802.0
3211,0.4,43049.0
3212,12.6,345577.0
3213,40.3,1744080.0
3214,15.3,449754.0
3215,48.4,2310113.0
3216,32.1,1224475.0
3217,21.2,682217.0
3218,18.8,556275.0
3219,17.4,526226.0
3220,12.6,355747.0
3221,23.3,763380.0
3222,33.9,1343196.0
3223,41.2,1815018.0
3224,19.9,629081.0
3225,5.1,142125.0
3226,25.6,867996.0
3227,33.1,1272585.0
3228,42.2,1831729.0
3229,18.7,583018.0
3230,32.4,1278044.0
3231,30.5,1151447.0
3232,14.9,433416.0
3233,5.4,151962.0
3234,3.2,90511.0
3235,49.4,2450554.0
3236,32.0,1201381.0
3237,43.1,1953380.0
3238,13.1,365027.0
3239,35.6,1437457.0
3240,44.6,2026782.0
3241,14.9,438467.0
3242,7.5,192331.0
3243,38.3,1635870.0
3244,45.0,2057340.0
3245,40.3,1768900.0
3246,40.1,1750576.0
3247,30.0,1124602.0
3248,33.0,1297506.0
3249,34.0,1339801.0
3250,36.1,1498692.0
3251,32.8,1221832.0
3252,49.9,2404115.0
3253,13.0,382056.0
3254,20.9,665039.0
3255,19.4,622706.0
3256,1.8,58100.0
3257,35.4,1401401.0
3258,28.6,1038110.0
3259,9.5,268194.0
3260,36.3,1454253.0
3261,11.1,300640.0
3262,26.7,944880.0
3263,39.2,1621124.0
3264,45.3,2131978.0
3265,33.6,1289071.0
3266,25.4,888877.0
3267,42.3,1876182.0
3268,42.0,1817422.0
3269,43.8,2009007.0
3270,9.1,243407.0
3271,4.9,121831.0
3272,6.4,170033.0
3273,12.9,363447.0
3274,40.4,1709567.0
3275,38.1,1607466.0
3276,9.2,270024.0
3277,34.0,1331818.0
3278,16.8,517956.0
3279,4.5,116609.0
3280,17.8,530127.0
3281,37.2,1512090.0
3282,15.4,443152.0
3283,39.4,1677890.0
3284,16.6,479714.0
3285,13.0,357153.0
3286,14.7,418971.0
3287,42.6,1888879.0
3288,23.5,795163.0
3289,43.3,1916226.0
3290,29.2,1062229.0
3291,47.2,2212153.0
3292,3.6,96438.0
3293,44.5,2026482.0
3294,25.0,860178.0
3295,43.4,1971411.0
3296,19.1,600729.0
3297,14.9,428914.0
3298,2.7,89566.0
3299,42.7,1847230.0
3300,6.9,186337.0
3301,10.0,270941.0
3302,20.5,661311.0
3303,28.5,1060076.0
3304,45.3,2080116.0
3305,22.9,756688.0
3306,15.8,482230.0
3307,35.8,1419718.0
3308,38.9,1652188.0
3309,24.4,831848.0
3310,31.6,1187011.0
3311,8.8,250421.0
3312,31.7,1222202.0
3313,0.2,33536.0
3314,13.7,409346.0
3315,38.1,1631265.0
3316,8.4,215273.0
3317,38.2,1570850.0
3318,24.5,831786.0
3319,38.2,1592591.0
3320,4.4,118810.0
3321,30.7,1134030.0
3322,31.7,1218865.0
3323,20.2,646597.0
3324,48.3,2324779.0
3325,19.2,599773.0
3326,1.9,63455.0
3327,10.0,266121.0
3328,18.7,563195.0
3329,0.7,43969.0
3330,16.1,482969.0
3331,41.7,1812994.0
3332,9.5,263291.0
3333,33.8,1339757.0
3334,31.3,1183689.0
3335,12.4,336185.0
3336,34.7,1410344.0
3337,17.2,500158.0
3338,6.4,171147.0
3339,19.2,600177.0
3340,29.4,1094506.0
3341,8.4,222507.0
3342,41.2,1808204.0
3343,14.9,446802.0
3344,14.5,410837.0
3345,36.4,1449733.0
3346,29.8,1091996.0
3347,16.9,499943.0
3348,44.4,2059611.0
3349,49.8,2390853.0
3350,17.1,509152.0
3351,45.1,2072679.0
3352,18.0,547792.0
3353,9.4,247865.0
3354,47.4,2250892.0
3355,45.9,2115863.0
3356,20.2,640417.0
3357,11.4,299510.0
3358,36.4,1484110.0
3359,6.6,169162.0
3360,36.7,1468560.0
3361,29.5,1080094.0
3362,8.4,213056.0
3363,18.3,552385.0
3364,32.5,1250911.0
3365,1.9,60031.0
3366,43.8,2017096.0
3367,12.8,358617.0
3368,26.7,968237.0
3369,2.4,73290.0
3370,49.7,2405402.0
3371,33.1,1272366.0
3372,32.7,1305054.0
3373,1.0,42782.0
3374,34.5,1382274.0
3375,20.8,640753.0
3376,19.0,572799.0
3377,27.4,953829.0
3378,23.7,801194.0
3379,7.7,210673.0
3380,34.8,1344422.0
3381,31.5,1210579.0
3382,15.1,423497.0
3383,33.1,1271195.0
3384,33.1,1290505.0
3385,13.5,381811.0
3386,30.3,1120361.0
3387,6.9,179376.0
3388,41.5,1772558.0
3389,5.2,144395.0
3390,35.9,1451930.0
3391,5.9,160764.0
3392,5.7,154400.0
3393,5.3,140647.0
3394,9.9,258899.0
3395,10.0,260454.0
3396,13.1,368770.0
3397,26.2,912225.0
3398,10.1,279133.0
3399,35.2,1383704.0
3400,14.8,434932.0
3401,2.0,67949.0
3402,24.8,835748.0
3403,10.4,271390.0
3404,46.7,2191074.0
3405,16.5,481684.0
3406,0.1,28738.0
3407,33.6,1312635.0
3408,45.3,2057245.0
3409,41.8,1863103.0
3410,33.5,1296939.0
3411,7.5,204296.0
3412,4.5,119954.0
3413,25.6,893752.0
3414,36.2,1457245.0
3415,5.1,140485.0
3416,12.8,367884.0
3417,11.6,329796.0
3418,49.4,2401097.0
3419,14.8,426334.0
3420,23.2,785054.0
3421,5.0,136329.0
3422,8.7,243011.0
3423,2.0,69721.0
3424,14.5,419902.0
3425,40.1,1748650.0
3426,15.6,456317.0
3427,36.9,1547015.0
3428,4.7,130106.0
3429,37.9,1595169.0
3430,2.3,77170.0
3431,42.6,1878306.0
3432,33.2,1289118.0
3433,8.5,234682.0
3434,17.9,512075.0
3435,21.9,693633.0
3436,31.1,1162762.0
3437,43.9,1972682.0
3438,4.6,126796.0
3439,40.7,1767594.0
3440,9.1,251768.0
3441,20.0,653551.0
3442,48.1,2285962.0
3443,13.6,387258.0
3444,19.3,607700.0
3445,42.5,1895978.0
3446,40.0,1712441.0
3447,32.4,1223864.0
3448,39.8,1688857.0
3449,5.7,153799.0
3450,34.8,1359079.0
3451,2.9,87836.0
3452,47.1,2215961.0
3453,8.0,230852.0
3454,20.8,663001.0
3455,29.5,1059544.0
3456,40.1,1721702.0
3457,33.9,1328255.0
3458,9.1,254862.0
3459,19.0,604520.0
3460,17.9,540951.0
3461,1.4,57712.0
3462,34.2,1349167.0
3463,41.9,1837405.0
3464,48.7,2344824.0
3465,6.5,165011.0
3466,46.0,2157825.0
3467,5.6,145868.0
3468,20.6,666891.0
3469,2.3,75876.0
3470,13.1,379431.0
3471,15.7,440011.0
3472,35.2,1406684.0
3473,33.9,1309182.0
3474,38.4,1600087.0
3475,28.8,1042825.0
3476,28.3,1028333.0
3477,48.9,2303943.0
3478,33.5,1308433.0
3479,16.9,512094.0
3480,26.2,899809.0
3481,35.0,1390858.0
3482,4.8,136073.0
3483,33.1,1299524.0
3484,12.4,349158.0
3485,17.3,540502.0
3486,33.8,1331260.0
3487,19.2,593679.0
3488,42.0,1845246.0
3489,27.9,998554.0
3490,49.4,2361391.0
3491,2.7,80901.0
3492,32.2,1221573.0
3493,7.8,205206.0
3494,42.4,1893129.0
3495,42.6,1846282.0
3496,43.5,1938861.0
3497,3.7,105566.0
3498,24.6,827710.0
3499,12.0,353443.0
3500,48.5,2313947.0
3501,2.5,79534.0
3502,11.1,303191.0
3503,32.2,1238915.0
3504,20.2,619304.0
3505,11.7,331516.0
3506,23.0,773212.0
3507,40.1,1672257.0
3508,22.4,716991.0
3509,42.8,1883626.0
3510,22.4,747626.0
3511,5.9,159302.0
3512,24.9,860050.0
3513,32.7,1273850.0
3514,5.1,136044.0
3515,20.6,667207.0
3516,27.9,999138.0
3517,0.0,31144.0
3518,4.5,120359.0
3519,30.2,1164396.0
3520,31.0,1163696.0
3521,15.2,453195.0
3522,25.4,871712.0
3523,10.3,273632.0
3524,33.6,1275877.0
3525,47.5,2168011.0
3526,18.2,566298.0
3527,2.7,84950.0
3528,11.1,303845.0
3529,22.7,771343.0
3530,28.0,1026639.0
3531,31.0,1156041.0
3532,23.7,780299.0
3533,32.9,1252009.0
3534,35.8,1477675.0
3535,5.7,162938.0
3536,38.0,1581255.0
3537,11.1,293735.0
3538,17.1,531357.0
3539,41.5,1786391.0
3540,48.2,2301494.0
3541,14.6,446546.0
3542,26.1,895089.0
3543,35.1,1384330.0
3544,2.3,73090.0
3545,8.2,216841.0
3546,7.0,187007.0
3547,35.8,1455624.0
3548,36.1,1421474.0
3549,5.3,142259.0
3550,30.5,1151470.0
3551,9.4,238663.0
3552,46.5,2188314.0
3553,19.6,622806.0
3554,22.9,765183.0
3555,39.1,1623208.0
3556,35.8,1453538.0
3557,5.4,142706.0
3558,20.7,674632.0
3559,46.3,2125934.0
3560,41.9,1897641.0
3561,29.4,1094416.0
3562,38.6,1644202.0
3563,22.5,760594.0
3564,32.9,1275299.0
3565,47.8,2294318.0
3566,6.7,183291.0
3567,24.9,862382.0
3568,26.5,919478.0
3569,2.4,75634.0
3570,46.8,2184852.0
3571,41.9,1865649.0
3572,24.1,808213.0
3573,25.4,881892.0
3574,46.1,2156038.0
3575,8.9,238430.0
3576,28.9,1022333.0
3577,36.5,1505511.0
3578,6.4,169757.0
3579,19.4,621838.0
3580,30.0,1052909.0
3581,44.1,1980420.0
3582,25.2,847549.0
3583,19.2,597861.0
3584,49.0,2347861.0
3585,45.8,2128744.0
3586,38.1,1601624.0
3587,13.7,389172.0
3588,48.2,2283969.0
3589,48.5,2360265.0
3590,22.6,777518.0
3591,6.7,176996.0
3592,20.6,652272.0
3593,35.0,1412854.0
3594,37.4,1559981.0
3595,14.9,430625.0
3596,35.1,1392048.0
3597,43.0,1939027.0
3598,35.6,1405834.0
3599,46.8,2208756.0
3600,31.6,1195744.0
3601,10.0,262421.0
3602,31.2,1167680.0
3603,14.5,411471.0
3604,17.3,534675.0
3605,33.6,1301145.0
3606,49.1,2364719.0
3607,32.5,1263506.0
3608,47.9,2338135.0
3609,25.2,877560.0
3610,34.7,1377862.0
3611,16.1,460564.0
3612,5.8,157066.0
3613,17.6,521283.0
3614,24.0,796188.0
3615,28.5,1025314.0
3616,33.4,1269693.0
3617,20.9,654465.0
3618,37.4,1592825.0
3619,42.1,1858710.0
3620,14.3,413179.0
3621,42.4,1873452.0
3622,40.4,1745166.0
3623,26.1,932815.0
3624,1.3,56761.0
3625,7.3,191581.0
3626,33.5,1311425.0
3627,10.0,277101.0
3628,37.5,1559998.0
3629,8.0,220559.0
3630,14.3,420883.0
3631,12.5,334525.0
3632,42.0,1831045.0
3633,34.5,1381605.0
3634,14.8,441444.0
3635,37.7,1553277.0
3636,1.6,59886.0
3637,40.7,1784539.0
3638,5.1,133304.0
3639,43.4,1920776.0
3640,37.0,1540245.0
3641,43.2,1967293.0
3642,37.1,1522715.0
3643,28.1,1004298.0
3644,11.9,337854.0
3645,39.2,1659726.0
3646,39.9,1689164.0
3647,14.4,410495.0
3648,33.2,1270618.0
3649,46.3,2197566.0
3650,19.4,606211.0
3651,47.8,2272574.0
3652,48.8,2353820.0
3653,15.6,448953.0
3654,27.6,993453.0
3655,0.6,45345.0
3656,12.6,347901.0
3657,31.0,1159559.0
3658,39.0,1626402.0
3659,43.5,1921379.0
3660,41.5,1850704.0
3661,45.6,2090173.0
3662,35.2,1442066.0
3663,32.4,1223919.0
3664,37.8,1540995.0
3665,27.3,932996.0
3666,30.2,1122216.0
3667,38.8,1625040.0
3668,48.2,2296693.0
3669,14.7,412577.0
3670,8.9,236031.0
3671,34.1,1334474.0
3672,9.3,259951.0
3673,8.7,233525.0
3674,25.7,905258.0
3675,18.9,584793.0
3676,21.4,709966.0
3677,27.8,977766.0
3678,6.5,178912.0
3679,29.2,1055484.0
